grid_id	centroid_x	centroid_y	EcoI	EcoII	Cropland.2005_2015	Cropland.trend	Built.2005_2015	Precip.1993_2018	Precip.trend	Temp.1993_2018	Temp.trend	Lon	Lat	Abundance.trend
2206	1518933.04657	82440.40381	8	8.3	0.566882825	0.0594138609140021	0.11792938	95.609616967348	0.00607616334881329	13.1006412410106	0.0152144352221531	-77.14869173	39.41400438	-4.34513617002295
1944	1018933.04657	-67559.59619	8	8.3	0.34692727	0.0438955159040642	0.03125277	95.3633029644306	0.00576132892235097	12.5608976507106	0.00557469253036141	-83.50763926	38.8563987	-1.51539135222351
2037	1468933.04657	-17559.59619	8	8.3	0.35163514	0.117571082706672	0.05083578	90.3867001770399	0.00509522106709198	13.7145835569797	0.0113553527796655	-77.98693505	38.66326772	0.602207024159518
2452	1118933.04657	232440.40381	8	8.1	0.21021266	-0.079079455624469	0.49361074	85.6907067360022	0.00879799460281317	10.0990386374343	0.00955518985571809	-81.74962311	41.25528824	1.48933221141305
508	318933.04657	-1017559.59619	8	8.3	0.25904161	-0.120804475819322	0.0759417	123.922437937214	0.00587158250371434	19.5934298069049	0.00576975886980291	-92.50117853	31.25658604	1.26697061575172
3534	1318933.04657	832440.40381	5	5.2	0.0033431	0	0.01092717	71.5974371738923	0.014007426303571	4.90256419806526	0.0153894565389792	-77.80539224	45.97140187	-5.73363779876513
3439	1268933.04657	782440.40381	5	5.2	0	0	0.001574105	84.6886233427586	0.0130990649956402	4.27275649554884	0.0148698492463216	-78.60450009	45.63453472	-4.35768778988044
2619	768933.04657	332440.40381	8	8.1	0.34554997	-0.111516799886591	0.051033705	83.7810910389974	0.0120984886275376	10.3000001508313	0.00975765320893495	-86.03414884	42.47254492	-2.48527766514384
2361	868933.04657	182440.40381	8	8.2	0.77574332	-0.219906101070829	0.1573679	81.969231955516	0.00953648924074888	10.3950322301796	0.0102919958750304	-84.97437478	41.1170148	0.194236606733478
149	1368933.04657	-1417559.59619	8	8.5	0.380757215	-0.0685397715373041	0.094122055	121.162502129873	0.00418736841615085	23.941346568939	0.0171416786788202	-81.74877453	26.93330432	-2.71738484743937
5196	-2781066.95343	3282440.40381	7	7.1	0.01922375	0	0.081039355	38.9277249792447	0.0017204237282919	2.93525646702172	0.0125803436669725	-150.04946993	61.23981641	-8.70435471999569
2623	968933.04657	332440.40381	8	8.2	0.245473095	-0.194981013000556	0.58147588	74.6665076758617	0.0122142923518533	10.0160258132726	0.0106989795985634	-83.46905518	42.2721726	1.46100957296644
317	1268933.04657	-1217559.59619	8	8.5	0.137444545	-0.116282895181659	0.18158149	113.545675096795	-0.000753667980436725	22.1581734250753	0.0140282968538786	-82.48056998	28.78850076	1.12450983870354
417	1268933.04657	-1117559.59619	8	8.5	0.203930945	-0.0577132865773184	0.08444092	112.870194143974	0.00100278488386515	21.1259618569643	0.0115504994275501	-82.32796437	29.64861668	-1.5287448953349
1426	-81066.95343	-367559.59619	9	9.4	0.29021927	-0.0823015070382143	0.037483645	81.6599372294851	0.00717591643059057	15.9879810289026	0.0100793219678418	-96.96211294	36.87394061	0.341038210074007
1534	1218933.04657	-317559.59619	8	8.4	0.144343295	0.189918015890085	0.032694735	98.7770049263461	0.00161951850388392	11.769391250325	0.00876768187213423	-81.55477141	36.51070024	-0.00813225578921717
2365	1068933.04657	182440.40381	8	8.1	0.70835835	-0.0338194501515421	0.08459268	87.1088156211071	0.00698464034982774	9.87403863847542	0.00643230936627128	-82.46781549	40.89820404	-0.590384585879944
656	-1381066.95343	-867559.59619	12	12.1	0.007408705	0.0299198956515542	0.007268035	30.930449152222	-0.00301793410126964	17.8644233636367	0.0228635215741446	-111.29159426	31.6384602	-2.79480532551388
291	-31066.95343	-1217559.59619	9	9.5	0.80423069	0.00632608928893658	0.031720185	90.8830144176116	0.00672253864433429	21.4916669741655	0.00705260573064546	-96.33325366	29.57579331	-1.6276946752957
2110	918933.04657	32440.40381	8	8.2	0.80983891	-0.15896775991283	0.080312475	91.0826937754949	0.00980337632735146	11.1653847922213	0.00666433761345731	-84.5742875	39.80481716	-1.89937852941853
388	-181066.95343	-1117559.59619	9	9.4	0.002624705	-0.160461230382288	0.224719185	69.8532063105168	0.00558071850711514	20.6458335916201	0.0030424246701776	-97.96425278	30.42678471	-0.322370056311894
2700	418933.04657	382440.40381	8	8.1	0.44920482	-0.0877371278393171	0.025644025	74.1246806467191	0.00822460086584991	8.24535270917635	0.00887826684407075	-90.51874229	43.1353983	-0.895620401565622
222	1418933.04657	-1317559.59619	8	8.5	0.334830915	-0.0686533446985518	0.02242112	109.823398973697	0.00175514849551485	23.2192311745424	0.0167499032564293	-81.07399731	27.73082226	1.31879735403813
3266	1818933.04657	682440.40381	5	5.3	0.011032625	0.0158059600614849	0.04027942	99.6112197240194	0.0128295165403626	6.20833344888897	0.016472190572974	-71.69167942	43.79207731	0.56456895183572
2711	968933.04657	382440.40381	8	8.1	0.114220885	-0.136871710792017	0.5078359	72.4057703904617	0.012567447760099	9.22788477283067	0.0119444304927457	-83.38349969	42.69155957	0.965975537901143
2791	468933.04657	432440.40381	8	8.1	0.471163975	-0.100384665853528	0.041381045	72.7588955580424	0.00728610147634296	7.84078538796912	0.00962681794949574	-89.82372748	43.5316205	0.553373308503735
353	568933.04657	-1167559.59619	8	8.5	0.012139485	-0.223964780559621	0.132890605	128.964425353477	0.00482954148902455	21.0711541573207	0.00425475164846846	-89.87088763	29.85043998	-1.03406184702241
