grid_id	Site	Rarefied.richness.trend	Rarefied.evenness.trend	Cropland.2005_2015	Cropland.trend	Built.2005_2015	Precip.1993_2018	Precip.trend	Temp.1993_2018	Temp.trend	Lon	Lat	EcoI	EcoII
787	Sabino Canyon, AZ._-110.7774_32.3656	0.0660303004673962	-0.031891844142775	0.002485158	0	0.0617453115	29.2506415812681	0.000600479878054559	19.1038464842699	0.0227845171223231	-110.7774	32.3656	SOUTHERN SEMIARID HIGHLANDS	WESTERN SIERRA MADRE PIEDMONT
2909	Blackstone Valley Corridor, MA._-71.6117_42.1243	-0.0568915874478073	0.0532682527770559	0.0180868875	-0.0195798910057912	0.2228992865	104.704489066051	0.0111273184800017	9.72307709852854	0.022113863525084	-71.6117	42.1243	EASTERN TEMPERATE FORESTS	MIXED WOOD PLAINS
836	Bond Swamp National Wildlife Refuge, GA._-83.5765_32.7288	0.0953452037326063	-0.0323307214536948	0.0598840685	-0.108816348372591	0.2090445925	93.4166682530672	-0.000911403138396184	18.3519233419345	-0.00150967606869716	-83.5765	32.7288	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS
2377	Bryn Mawr, PA._-75.3406_40.0689	-0.0290740705742772	0.0348013477035937	0.049495397	-0.0933774319561139	0.6786375475	104.716027452396	0.00683461139637767	11.76955146247	0.0184409935125273	-75.3406	40.0689	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS
2998	Central Franklin Co._-72.5097_42.5795	-0.0347585271527904	-0.0158940745577601	0.0639512245	0.0378020766110056	0.0936446825	104.447758265031	0.0112713087634163	8.08333348841048	0.0179198332312999	-72.5097	42.5795	EASTERN TEMPERATE FORESTS	MIXED WOOD PLAINS
980	Central Savannah River Valley_-81.9261_33.3756	-0.000170868119771659	-0.0833806095903326	0.1341347655	-0.161233343866659	0.288349037	94.4775658715994	0.00202304122974395	18.2919874466383	0.00126208739703313	-81.9261	33.3756	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS
2640	Central Suffolk Co._-72.7536_40.8627	-0.00321136404700922	0.135529360005481	0.0895568065	-0.0339536010845989	0.394280802	101.070193724755	0.00850399274224454	11.7756412185442	0.0209217795001422	-72.7536	40.8627	EASTERN TEMPERATE FORESTS	MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
2622	Chelsea, MI._-84.0204_42.3181	-0.0801293225530529	0.0132528339608829	0.4379986285	-0.11652339847133	0.07542873	76.7092961852367	0.010377453372991	9.26570529662646	0.00921617128451716	-84.0204	42.3181	EASTERN TEMPERATE FORESTS	MIXED WOOD PLAINS
750	Daingerfield, TX._-94.72_33.03	0.0345073318187964	0.000840144221086308	0.353513467	-0.0444120026388135	0.0527358105	102.866668180013	0.00623725541444478	18.0310900394733	0.000888555758067759	-94.72	33.03	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS
2728	East Haddam, CT._-72.4_41.48	0.132590732427581	0.0474593697790303	0.022574635	-0.0274365637531363	0.044569385	107.180450986593	0.00920624419703769	10.9817309370503	0.0214872466020892	-72.4	41.48	EASTERN TEMPERATE FORESTS	MIXED WOOD PLAINS
985	Francis Marion National Forest, SC._-79.4754_33.1408	0.0944398288689438	-0.159842633478524	0.005080463	-0.0480741682148515	0.0152498995	106.130130052567	0.00595633180268813	18.8608977443133	0.00806312460757025	-79.4754	33.1408	EASTERN TEMPERATE FORESTS	MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1867	Lexington, VA._-79.477_37.848	-0.0246282396645999	-0.0904509574042052	0.2749527865	0.113124217023705	0.05701668	89.4503220671263	0.00497705922436456	12.9788463802244	0.00972664530040708	-79.477	37.848	EASTERN TEMPERATE FORESTS	OZARK/OUACHITA-APPALACHIAN FORESTS
2728	Meriden, CT._-72.7448_41.5243	-0.0181018092514621	-0.0170243634120932	0.0470771035	-0.00958918707689668	0.387788138	100.890065938998	0.00835130390388087	10.5625002031477	0.02083167674861	-72.7448	41.5243	EASTERN TEMPERATE FORESTS	MIXED WOOD PLAINS
1110	Mount Magazine, AR._-93.63_35.17	-0.252942901600459	-0.154601471302082	0.1683010585	-0.122662546317259	0.016758615	99.2528864420377	0.00527031496480975	16.8810900113521	0.00358637451098537	-93.63	35.17	EASTERN TEMPERATE FORESTS	OZARK/OUACHITA-APPALACHIAN FORESTS
1266	Nickel Preserve, OK._-94.842_36.0239	-0.128854115251905	-0.296722935567858	0.2428955395	-0.0402970019314439	0.0175416085	97.6544889253684	0.00557622075861065	15.4608976854346	0.00841798961269524	-94.842	36.0239	EASTERN TEMPERATE FORESTS	OZARK/OUACHITA-APPALACHIAN FORESTS
2907	Northampton, MA._-72.6043_42.3751	-0.0325091243308085	0.0520719815268972	0.151100696	0.0570007875406289	0.1874533475	102.996155598225	0.0097346717996934	9.58974378422285	0.0196509174603747	-72.6043	42.3751	EASTERN TEMPERATE FORESTS	MIXED WOOD PLAINS
2639	Northern Westchester Co._-73.6804_41.2012	0.0206978857170326	0.0773793040504009	0.0104777405	-0.0169550038547676	0.1513135365	108.74647628344	0.00925024025569425	11.4846155902084	0.019378759605556	-73.6804	41.2012	EASTERN TEMPERATE FORESTS	MIXED WOOD PLAINS
2999	Northern Worcester Co._-71.8122_42.4333	0.0172538829411881	0.0529958370554062	0.0362208795	-0.0139339786648718	0.1626616155	104.704489066051	0.0111273184800017	9.72307709852854	0.022113863525084	-71.8122	42.4333	EASTERN TEMPERATE FORESTS	MIXED WOOD PLAINS
826	Noxubee National Wildlife Refuge, MS._-88.7929_33.2783	-0.020371603276735	-0.0350109054190661	0.1871030505	-0.11140532279826	0.015739455	117.685578998656	0.00687414080634368	17.5387823421222	0.00303145000019311	-88.7929	33.2783	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS
1203	Ocoee, TN._-84.5755_35.1556	-0.0350353318814966	-0.0304144438673078	0.188103158	0.0401530693346218	0.0299923605	117.394232898186	0.00667699567191258	15.4233976739387	0.000677439509823635	-84.5755	35.1556	EASTERN TEMPERATE FORESTS	OZARK/OUACHITA-APPALACHIAN FORESTS
1364	Putnam Co. East_-85.3167_36.1333	-0.0132983192680676	-0.0448647776139754	0.1266680775	-0.0619547123132215	0.039999357	121.746796935033	0.00888448875613631	14.2814105166457	0.00419157133298225	-85.3167	36.1333	EASTERN TEMPERATE FORESTS	OZARK/OUACHITA-APPALACHIAN FORESTS
1363	Putnam Co. West_-85.6583_36.1545	-0.126097530398504	-0.0835497303140803	0.347622808	0.0101440448422552	0.0748340325	118.439745603464	0.00996303762957708	14.8711541152965	0.00198677870492625	-85.6583	36.1545	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS
1375	Raven Rock State Park, NC._-78.82_35.41	-0.27617423528481	-0.426207384741061	0.4054223985	-0.182696930173602	0.075736721	101.835899224075	0.000418915778675564	16.4448720507133	0.00632985295141682	-78.82	35.41	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS
1032	Rich Mountain_-94.3693_34.6846	0.0141067564137342	-0.0568862858975895	0.0509365585	-0.14940201981529	0.0114851515	111.832373744402	0.00729336277226636	16.1115387405914	0.00214315397072217	-94.3693	34.6846	EASTERN TEMPERATE FORESTS	OZARK/OUACHITA-APPALACHIAN FORESTS
2638	Rockland Co._-74.0531_41.132	-0.0486391624885755	-0.049034038023221	0.00477939	-0.0380798468408265	0.5288111955	110.619553180841	0.00805699564543767	10.429166837667	0.0181358880378755	-74.0531	41.132	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS
2797	Rogue River, MI_-85.6113_43.2629	0.0484914889496655	0.0603813566099004	0.485649639	-0.0293586901600901	0.0790502545	75.3733987533129	0.0130448033320085	8.7294873626043	0.0117667440068453	-85.6113	43.2629	EASTERN TEMPERATE FORESTS	MIXED WOOD PLAINS
2816	Salisbury, CT._-73.4_42	0.157663012063021	-0.156558508796634	0.1144958035	0.00486083590668273	0.0376419225	106.366989166309	0.00983321757569749	8.67243602726226	0.0187188995318242	-73.4	42	NORTHERN FORESTS	ATLANTIC HIGHLANDS
688	Shreveport, LA._-93.7138_32.3692	-0.213929970576753	-0.0963593604453975	0.287184563	-0.0149611686316399	0.285997743	102.900963205558	0.00488882048127788	19.1881413337512	0.00440192962539464	-93.7138	32.3692	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS
2728	Southern New Haven Co._-72.9218_41.3658	-0.0376034849533509	-0.0145244327759327	0.013272659	-0.03636155605316	0.442766832	102.066027580163	0.00963396911316466	11.3740386446604	0.0209186653465869	-72.9218	41.3658	EASTERN TEMPERATE FORESTS	MIXED WOOD PLAINS
2637	Springdale, NJ._-74.8191_41.0732	0.0198173930685405	-0.0663517066186885	0.136896928	-0.00317463641673583	0.0660410165	106.812501772856	0.00898668387401966	9.78750015128977	0.0183212941509963	-74.8191	41.0732	EASTERN TEMPERATE FORESTS	OZARK/OUACHITA-APPALACHIAN FORESTS
1123	Stevenson, AL._-85.8231_34.8541	-0.0389518901790819	0.0419831401763783	0.274392112	0.00357838267908392	0.036635183	127.496156020042	0.00698202092002531	15.4128207849004	-0.00112655750488391	-85.8231	34.8541	EASTERN TEMPERATE FORESTS	OZARK/OUACHITA-APPALACHIAN FORESTS
463	Tallahassee_-84.3045_30.449	0.0199397268126934	-0.143509368416676	0.024738206	-0.200303373139228	0.297107453	130.187822727057	-0.000573784813046686	20.3358977681551	-3.40843998587177e-05	-84.3045	30.449	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS
1264	Tulsa, OK._-95.9224_36.2063	-0.111507482338972	-0.0168799978964413	0.2315279855	-0.0617990728705203	0.531289335	91.4035272590625	0.00842009471723833	16.4185900015709	0.00880477741939225	-95.9224	36.2063	GREAT PLAINS	TEMPERATE PRAIRIES
2995	Vischer Ferry, NY._-73.833_42.7178	0.0617376556164086	0.0870713088137269	0.052858567	-0.0366309115955584	0.583030092	87.991668352714	0.00714720893526047	9.3067309283532	0.0163487497039226	-73.833	42.7178	EASTERN TEMPERATE FORESTS	MIXED WOOD PLAINS
1457	Wake Co._-78.6599_35.8563	-0.0319943891403536	-0.0878590406492303	0.017294135	-0.201117949565713	0.6731615505	95.3285272104236	-2.1213913884578e-05	15.8804489725675	0.00909204903993024	-78.6599	35.8563	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS
1292	Weymouth Woods (Southern Pines), NC._-79.45_35.08	0.586885311828603	0.413262444707944	0.0643432635	-0.202593578615746	0.128978419	99.8714760983219	-0.000253733765466767	16.0285258514759	0.0109416518287434	-79.45	35.08	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS
49	Bentsen-Rio Grande Valley State Park, TX._-98.3135_26.1915	0.0884011147265897	0.020471833151671	0.4262653035	0.0285104560322241	0.4756535985	39.1637827239405	0.00606676327555014	23.7663465218666	0.00719312659317646	-98.3135	26.1915	GREAT PLAINS	TEXAS-LOUISIANA COASTAL PLAIN
51	Brownsville, TX._-97.45_25.93	NA	NA	0.164645412	0.118929090162274	0.5395754755	55.7041676307384	0.00586047205343832	23.746154204393	0.00565237382790154	-97.45	25.93	GREAT PLAINS	TEXAS-LOUISIANA COASTAL PLAIN
50	Santa Ana National Wildlife Refuge, TX._-98.0616_26.1135	0.0748447125289594	0.0925334013006063	0.6685300865	0.224981447529202	0.2884651905	39.1637827239405	0.00606676327555014	23.7663465218666	0.00719312659317646	-98.0616	26.1135	GREAT PLAINS	TEXAS-LOUISIANA COASTAL PLAIN
1227	Big Bear, CA._-116.8249_34.2432	-0.0716059377279458	0.0238453613312191	2.884755e-05	-0.164370726877805	0.0636573	45.3076929465557	-0.00575592469135833	11.2596155710709	0.0205936556471857	-116.8249	34.2432	MEDITERRANEAN CALIFORNIA	MEDITERRANEAN CALIFORNIA
3375	Browder Ridge, OR._-122.0855_44.3158	0.0492726813240768	0.102177031059744	4.97362e-06	-0.218405913563984	0.0040057535	100.507052386514	0.0023376173559821	8.59358990705835	0.0136370426972596	-122.0855	44.3158	NORTHWESTERN FORESTED MOUNTAINS	WESTERN CORDILLERA
